,seed_list
315,59592147
316,71844111
317,71224485
318,23665638
319,23294560
320,41976983
321,70954296
322,22085783
323,94678777
324,666187
325,48738528
326,4788565
327,28417381
328,68890469
329,40898193
330,21908991
331,89157021
332,25010974
333,65394215
334,47321849
335,51098196
336,30586189
337,70068431
338,70711712
339,76436114
340,16596328
341,450621
342,86833199
343,66845924
344,42073306
345,61337989
346,99008096
347,72833916
348,42204125
349,59660404
350,85505827
351,58009442
352,9620575
353,23650658
354,47053000
355,52989511
356,96252261
357,96974529
358,19704650
359,65373270
360,73813474
361,32674088
362,1187238
363,62740672
364,15498608
365,42650173
366,11259729
367,89999865
368,83376286
369,67212022
370,15815702
371,69231400
372,39834221
373,58533787
374,15578845
375,99058361
376,48709348
377,20785370
378,46563634
379,5854103
380,55862351
381,18055748
382,28760753
383,4391673
384,83835509
385,13687180
386,90896044
387,71521051
388,25593284
389,34380100
390,38040257
391,88963034
392,68953951
393,20806404
394,34890077
395,37565263
396,17643116
397,78239299
398,63420592
399,93832218
400,99811790
401,63124279
402,40096078
403,5172627
404,48828497
405,96817459
406,79366122
407,86435177
408,59659141
409,52649662
410,29351609
411,82399714
412,36095316
413,79560588
414,76513816
415,22339189
416,31663841
417,78976972
418,26219497
419,90672012
420,57421823
421,95186268
422,97148837
423,88501325
424,69023298
425,50055941
426,8202037
427,279449
428,9748676
429,48641188
430,60038460
431,88726328
432,51916896
433,28236313
434,50126458
435,45933254
436,85315193
437,41164651
438,97367521
439,30288312
440,70069028
441,75594955
442,3104717
443,17359849
444,18957861
445,70216123
446,3482717
447,96213837
448,20779210
449,6697551
450,92027255
451,98667798
452,91642590
453,24078826
454,11670369
455,97672895
456,74626749
457,37119949
458,91688878
459,16078072
460,84196889
461,75651033
462,73836009
463,99981826
464,41311136
465,45108091
466,75580968
467,18304583
468,89243365
469,57028941
470,25083158
471,42738029
472,95835053
473,98172030
474,65595504
475,22260773
476,3104189
477,84028648
478,45331424
479,59423142
480,52271257
481,84156583
482,41734176
483,69101504
484,10518454
485,88731261
486,9150761
487,74852264
488,67916760
489,25455648
490,24817429
491,64046880
492,43119644
493,76264293
494,16860236
495,9680490
496,18060470
497,22608006
498,9155532
499,90050669
500,83182307
501,15532647
502,24069346
503,53475518
504,50251500
505,47589689
506,60651979
507,36443518
508,25917492
509,25823696
510,35303267
511,49910010
512,20870882
513,29663582
514,12332940
515,12964534
516,59420812
517,16259072
518,29881248
519,79767147
520,22284081
521,54034695
522,70636284
523,4816846
524,49737207
525,52335900
526,65754161
527,58676267
528,60681718
529,54160841
530,71149219
531,30092519
532,34738855
533,88541825
534,23230920
535,50669422
536,63182341
537,48042102
538,85860989
539,150388
540,35506630
541,12585518
542,48732582
543,23122144
544,22600691
545,10168273
546,2589938
547,74375759
548,65330764
549,84121804
550,7028084
551,5817933
552,41066212
553,44326646
554,50631245
555,54880183
556,67444636
557,38433394
558,5516004
559,91104631
560,30884529
561,47561622
562,82418904
563,1135610
564,40921624
565,92804693
566,91847049
567,3183460
568,65639708
569,44566745
570,90894545
571,64110487
572,97017935
573,20252664
574,50084043
575,67104596
576,47193356
577,9739443
578,29984493
579,16131458
580,15505603
581,45924745
582,82100857
583,22875315
584,58969912
585,29964698
586,87041908
587,95805235
588,54641540
589,61452172
590,40265548
591,42986717
592,68176427
593,50680403
594,75902063
595,33137934
596,46392922
597,59081865
598,3831616
599,40921551
600,51889230
601,32123688
602,60624238
603,8392058
604,99258642
605,57431034
606,93741544
607,65530870
608,14624183
609,12697142
610,10198056
611,90264540
612,83330216
613,80624302
614,19617444
615,28262251
616,21735267
617,15287489
618,6749270
619,45644373
620,50478953
621,84351151
622,1227592
623,75774544
624,7843968
625,57084456
626,14271463
627,98364245
628,85295112
629,67637587
630,68358094
631,57497708
632,73496257
633,86296596
634,80573012
635,7801022
636,88162212
637,27054980
638,37111277
639,95177270
640,89017472
641,37630626
642,93530922
643,31201853
644,41449690
645,24833775
646,68130791
647,44715458
648,59324680
649,97128551
650,49658929
651,99221148
652,27397345
653,56282823
654,40732574
655,23454748
656,68590532
657,97675940
658,40298352
659,30465667
660,74430042
661,26460325
662,87317471
663,88432829
664,42504648
665,72120657
666,98915111
667,95114297
668,97571753
669,22582069
670,57820938
671,52108366
672,79688668
673,72200062
674,3575260
675,87986079
676,24829304
677,80321736
678,80158483
679,87858712
680,19824905
681,92130126
682,72810633
683,67872358
684,39596145
685,70998575
686,35190614
687,82616750
688,79138405
689,85074009
690,26725417
691,46206665
692,9673723
693,95397413
694,65166735
695,15459131
696,52468376
697,13815320
698,17948123
699,60237087
700,11489343
701,46697632
702,81064048
703,72090672
704,14846607
705,19195793
706,65743764
707,86055443
708,24308317
709,77909807
710,46799605
711,74161651
712,76800427
713,93371261
714,46753994
715,32856619
716,25914863
717,74377125
718,23422602
719,28908587
720,27701580
721,56679992
722,32411754
723,98147951
724,31648787
725,3088116
726,69381439
727,64306063
728,37732202
729,24081678
730,68056112
731,49507434
732,62638508
733,99474531
734,35812075
735,81587832
736,44161246
737,62753448
738,75808286
739,29427772
740,76876847
741,29670065
742,2784932
743,75463338
744,59825516
745,34025857
746,17105553
747,63758914
748,77194854
749,32317140
750,54453125
751,58098254
752,50623224
753,8170730
754,59008123
755,4181856
756,63210353
757,4165017
758,591867
759,83359585
760,40386204
761,90175262
762,71963548
763,86094344
764,38343043
765,15663521
766,6215751
767,37131568
768,83719112
769,23520413
770,43695838
771,55520656
772,35752560
773,68141691
774,58349925
775,93342455
776,26028962
777,26600388
778,21936109
779,29430119
780,3016607
781,93770216
782,15272577
783,13435050
784,37679809
785,55005167
786,5624941
787,21901500
788,83342410
789,3878273
790,66235605
791,28304600
792,92608390
793,22891364
794,63715294
795,58942303
796,64253717
797,77398135
798,17053935
799,67292679
800,77156732
801,50189003
802,37851889
803,77206256
804,15806630
805,11567118
806,63590114
807,2934838
808,34785168
809,67377855
810,53358085
811,44626686
812,54619680
813,13968582
814,21612668
815,89249385
816,28566985
817,87041720
818,612850
819,36919680
820,79464542
821,19635341
822,25933470
823,77421260
824,72618914
825,76285454
826,58802874
827,9414951
828,35916951
829,61815994
830,19602031
831,64424080
832,24559543
833,85269243
834,2546779
835,19636764
836,86180928
837,74528154
838,73415391
839,95501308
840,23398926
841,10567633
842,81272586
843,62161666
844,657606
845,69511052
846,91316030
847,2607583
848,85386134
849,85157691
850,43662792
851,88600614
852,33816438
853,70368174
854,73039634
855,58222125
856,15009161
857,97242963
858,3522891
859,78988619
860,5796179
861,50978415
862,43181255
863,62451652
864,14636985
865,12370761
866,14094674
867,77534303
868,35249731
869,65508233
870,16090819
871,39370919
872,95507798
873,34779040
874,95978453
875,35452125
876,55405996
877,58078905
878,49072135
879,39407891
880,93297577
881,58127985
882,23549732
883,17056246
884,63884642
885,28559336
886,63241054
887,58414178
888,32743355
889,12043634
890,93369188
891,69429328
892,33227464
893,61213081
894,48222108
895,84676586
896,55346774
897,20816235
898,66271034
899,30816426
900,27234251
901,79811358
902,39422624
903,75563450
904,7319643
905,95638397
906,28021519
907,19584817
908,66858260
909,23648223
910,55707034
911,58649011
912,17881603
913,85070413
914,60426296
915,17649320
916,65698936
917,4437837
918,26864328
919,43589929
920,76328955
921,91028638
922,29150228
923,53751815
924,27581604
925,12887796
926,67737050
927,57499592
928,82967582
929,5453083
930,96231458
931,48396915
932,5945970
933,69986521
934,37340511
935,41708155
936,89365850
937,12726957
938,17404006
939,29916863
940,39142464
941,69172121
942,44128201
943,9247514
944,51634788
945,34995694
946,25320993
947,90884329
948,69419004
949,26117991
950,12132804
951,11801905
952,23915096
953,44863527
954,618377
955,9220062
956,75824246
957,63792221
958,57883329
959,13869106
960,86350202
961,84064772
962,70815833
963,87423343
964,37665593
965,95332895
966,3092536
967,10601675
968,15371855
969,61729611
970,17016484
971,96670555
972,79628368
973,58748402
974,81695511
975,1274905
976,99525051
977,76936951
978,23657452
979,56100484
980,20315577
981,39474093
982,21313288
983,49986009
984,67105604
985,46655131
986,65713628
987,8972219
988,23510726
989,65479574
990,11405571
991,72661346
992,58116275
993,95851270
994,27035328
995,88949053
996,34790537
997,25804415
998,20528745
999,86125348
1000,69339996
1001,44031660
1002,86897528
1003,12900074
1004,29258483
1005,19919002
1006,10756353
1007,86991775
1008,71137889
1009,21520007
1010,75819471
1011,64916262
1012,59771338
1013,53320607
1014,65927442
1015,38466510
1016,10050963
1017,88581217
1018,97695757
1019,67584389
1020,21985832
1021,70113103
1022,21075997
1023,49640347
1024,94289603
1025,36228379
1026,22575983
1027,80189276
1028,56590796
1029,37084247
1030,59238636
1031,375601
1032,34097387
1033,50940634
1034,30523379
1035,25313211
1036,56650708
1037,83379435
1038,54441570
1039,37782417
1040,74406129
1041,42427483
1042,72508268
1043,88577489
1044,65222251
1045,91344595
1046,46776849
1047,75948324
1048,22127304
1049,2133153
1050,91271158
1051,34678638
1052,90840524
1053,66215628
1054,92039677
1055,15392718
1056,75132865
1057,67929132
1058,56077548
1059,29549424
1060,32727144
1061,50411892
1062,51310455
1063,34516951
1064,50699290
1065,37090199
1066,55375051
1067,91459684
1068,24220137
1069,79874761
1070,89400263
1071,26011269
1072,67325217
1073,2520642
1074,89274016
1075,58014126
1076,95212421
1077,27888853
1078,84246952
1079,89057610
1080,48395667
1081,17217097
1082,89309651
1083,16863074
1084,49017138
1085,26314069
1086,40320454
1087,53630985
1088,54175685
1089,29815769
1090,39247673
1091,39137998
1092,29888008
1093,78194964
1094,5029887
1095,97264216
1096,72837898
1097,75827165
1098,22588820
1099,91160178
1100,8620173
1101,46611087
1102,54481347
1103,16353469
1104,64193101
1105,76691593
1106,93127012
1107,56943324
1108,21420327
1109,11889499
1110,83760485
1111,27095201
1112,74407319
1113,19347110
1114,29069501
1115,96754178
1116,4407232
1117,1222916
1118,97894394
1119,64245630
1120,53171229
1121,40310280
1122,13654183
1123,89728904
1124,20215199
1125,20423023
1126,18579850
1127,47032549
1128,46792378
1129,55449005
1130,80526546
1131,53059180
1132,63899891
1133,6571491
1134,92889942
1135,85753501
1136,2987297
1137,97696485
1138,76922769
1139,88089074
1140,86940499
1141,23551072
1142,67508408
1143,21614349
1144,71815006
1145,2710262
1146,99995756
1147,69083813
1148,78811813
1149,93904319
1150,17157538
1151,4184262
1152,93973462
1153,41195565
1154,52816311
1155,74547732
1156,22138072
1157,38975260
1158,26579952
1159,55537477
1160,59566638
1161,46905291
1162,11466876
1163,96045131
1164,65802195
1165,98920879
1166,40503013
1167,17398437
1168,18125886
1169,3902191
1170,5008769
1171,55053342
1172,17942971
1173,32068703
1174,71578465
1175,84734999
1176,94242659
1177,34806801
1178,35239230
1179,85965111
1180,59738456
1181,40412817
1182,48292735
1183,68289805
1184,46327176
1185,48300591
1186,35245523
1187,7938014
1188,13317129
1189,78169462
1190,69227708
1191,66543460
1192,46066299
1193,27067877
1194,48802418
1195,44040645
1196,75431580
1197,94637750
1198,55074138
1199,1643745
1200,2227414
1201,88218589
1202,16435410
1203,36788653
1204,93567166
1205,90152299
1206,42418461
1207,73310121
1208,22690378
1209,20403171
1210,42255750
1211,5538159
1212,79897063
1213,71902504
1214,22686163
1215,71326429
1216,89578882
1217,79895473
1218,41314019
1219,71448133
1220,42850012
1221,32992658
1222,95045354
1223,31031145
1224,24889510
1225,97728438
1226,70355596
1227,19297619
1228,64524224
1229,85462550
1230,85038177
1231,15115790
1232,33755693
1233,5577356
1234,94069395
1235,88623434
1236,55405587
1237,70695275
1238,32568301
1239,84491314
1240,49442013
1241,57077684
1242,55788224
1243,59162411
1244,45928377
1245,15000864
1246,32822911
1247,94642533
1248,42828384
1249,31853763
1250,67433674
1251,55781666
1252,92344065
1253,95340453
1254,41574653
1255,53664422
1256,25132624
1257,31216295
1258,16134915
1259,4767063
1260,75923131
1261,8706680
1262,83843072
1263,68158421
1264,76172866
1265,45876760
1266,9302454
1267,70703321
1268,46517817
1269,47062097
1270,74650311
1271,64831980
1272,9360540
1273,51093724
1274,33287069
1275,51079550
1276,65374628
1277,13766405
1278,94526057
1279,75480741
1280,18731331
1281,64743938
1282,82999278
1283,57446475
1284,95012691
1285,26474513
1286,53373781
1287,66820616
1288,13702985
1289,97843649
1290,53665282
1291,20716471
1292,82687888
1293,64990061
1294,39451440
1295,44283618
1296,76109663
1297,34462028
1298,47099292
1299,73344536
1300,86327438
1301,1713817
1302,47472252
1303,31249657
1304,5417082
1305,28788877
1306,27768085
1307,59535032
1308,76504921
1309,28396055
1310,44029276
1311,11256685
1312,26814597
1313,69548079
1314,5811563
1315,35396726
1316,39368946
1317,33009722
1318,11865343
1319,85479883
1320,11701089
1321,10993985
1322,16729658
1323,24704759
1324,88081393
1325,461030
1326,52852345
1327,35892852
1328,34648292
1329,54950432
1330,97976967
1331,76343435
1332,57281480
1333,73921351
1334,6411188
1335,19633326
1336,78146979
1337,68144884
1338,28009337
1339,18458790
1340,76422532
1341,55357012
1342,63074426
1343,90331213
1344,54335369
1345,73504927
1346,82122801
1347,57564669
1348,80959362
1349,18140841
1350,32418131
1351,48357
1352,5062589
1353,38826008
1354,95840934
1355,43189717
1356,42747256
1357,57911446
1358,10345633
1359,20125287
1360,63606945
1361,84667896
1362,83699941
1363,64056059
1364,27351468
1365,1273444
1366,18114892
1367,14135722
1368,79676076
1369,56401987
1370,75628863
1371,53389
1372,33091925
1373,68884514
1374,54044261
1375,29083696
1376,85554115
1377,90025429
1378,99616349
1379,52542900
1380,26271438
1381,30596017
1382,82474953
1383,61846307
1384,13948390
1385,7110928
1386,38485358
1387,10940818
1388,16527221
1389,35297755
1390,34799414
1391,79312391
1392,58865885
1393,42040321
1394,41376769
1395,61172435
1396,69188782
1397,28581764
1398,10435669
1399,25914969
1400,16113536
1401,76749365
1402,28896297
1403,60972375
1404,51879090
1405,42979839
1406,17760796
1407,9121137
1408,18169880
1409,5595579
1410,52253013
1411,12806242
1412,92852433
1413,73364569
1414,7933720
1415,70622003
1416,52032164
1417,69299076
1418,27029334
1419,62452109
1420,97479833
1421,3467105
1422,11977471
1423,16427961
1424,94526863
1425,19536180
1426,68689733
1427,87380817
1428,11907005
1429,34856645
1430,27433045
1431,49423800
1432,32578927
1433,92652486
1434,65797469
1435,81797698
1436,33961599
1437,10047562
1438,63272794
1439,10540798
1440,99765830
1441,72800232
1442,506449
1443,90955718
1444,6523748
1445,55003170
1446,21813370
1447,78789860
1448,37338368
1449,32639013
1450,88117963
1451,67976931
1452,72092660
1453,94923750
1454,30704960
1455,98607433
1456,21344281
1457,51916099
1458,45126514
1459,86812962
1460,78718034
1461,62245780
1462,30219797
1463,49606213
1464,43434192
1465,96941833
1466,1949409
1467,39114922
1468,25726713
1469,98210577
1470,15491122
1471,33876477
1472,97892881
1473,48363305
1474,87408708
1475,15260696
1476,44935333
1477,70601009
1478,70438114
1479,89793000
1480,77655191
1481,17779244
1482,1626736
1483,99026062
1484,26872326
1485,78262273
1486,26261000
1487,4989133
1488,90278215
1489,34942182
1490,10217687
1491,49927670
1492,47382247
1493,87240194
1494,666619
1495,3161514
1496,51474518
1497,21943377
1498,76052458
1499,63825637
1500,76640275
1501,60435620
1502,66798180
1503,4932760
1504,35118413
1505,80453862
1506,87848149
1507,1741104
1508,4974689
1509,71642347
1510,87502063
1511,75984218
1512,58650736
1513,68196491
1514,4908859
1515,90714194
1516,10472016
1517,53939004
1518,646513
1519,822200
1520,10038077
1521,45846289
1522,40350659
1523,90729207
1524,74003720
1525,39390031
1526,94678562
1527,62529523
1528,15218683
1529,97716547
1530,95877307
1531,77672809
1532,62860754
1533,54585382
1534,96570114
1535,37398131
1536,98158597
1537,99073987
1538,12639174
1539,77158566
1540,92708952
1541,14642440
1542,85668211
1543,37021336
1544,71615519
1545,41355910
1546,34596157
1547,94068321
1548,43172385
1549,10634454
1550,32654019
1551,13539232
1552,23637072
1553,69796525
1554,14476872
1555,45266454
1556,54888322
1557,58199616
1558,70914741
1559,50446554
1560,94645748
1561,6281803
1562,17613372
1563,22502666
1564,37455911
1565,53956124
1566,35338121
1567,18428580
1568,1705305
1569,94439766
1570,65145441
1571,28723983
1572,23213296
1573,88868154
1574,45559680
1575,59875562
1576,24325454
1577,21902087
1578,52573117
1579,87106667
1580,78009947
1581,13464825
1582,25294825
1583,98604088
1584,25990403
1585,65282096
1586,63346352
1587,53345864
1588,41999718
1589,57183763
1590,97093857
1591,85995931
1592,83188792
1593,487713
1594,72315440
1595,9662004
1596,87335494
1597,51096089
1598,29473901
1599,11523915
1600,36532338
1601,47566558
1602,78208014
1603,88958700
1604,35779724
1605,28397913
1606,72979115
1607,91631004
1608,5568995
1609,88137191
1610,67381884
1611,77342317
1612,57894003
1613,11729635
1614,22563705
1615,18766829
1616,14091984
1617,96269770
1618,21442858
1619,7345067
1620,1089165
1621,81596339
1622,95837824
1623,77375698
1624,69334202
1625,45756756
1626,67607937
1627,30129165
1628,62192719
1629,37991927
1630,15748576
1631,85030389
1632,50013084
1633,92011284
1634,53184883
1635,17564387
1636,64867505
1637,89141552
1638,95527179
1639,16626149
1640,60964860
1641,72260091
1642,31921769
1643,18887332
1644,74939683
1645,19719691
1646,89758581
1647,83260817
1648,5036227
1649,64036747
1650,38007937
1651,21247949
1652,86038898
1653,73122529
1654,79103028
1655,19829123
1656,67610463
1657,62290365
1658,11288879
1659,79475740
1660,4478174
1661,28580079
1662,77178255
1663,62286016
1664,35763855
1665,52838391
1666,18488335
1667,71243689
1668,85152519
1669,16998323
1670,68454342
1671,74647471
1672,72425860
1673,62757314
1674,67785495
1675,86195643
1676,48459972
1677,10822822
1678,27386226
1679,335441
1680,36713831
1681,24006884
1682,76900507
1683,29628759
1684,66783943
1685,87707535
1686,15776317
1687,8722733
1688,10162593
1689,61979459
1690,92602698
1691,27970137
1692,89796874
1693,93509964
1694,24461049
1695,41660863
1696,73039426
1697,22388343
1698,66310749
1699,79731707
1700,3038932
1701,10485955
1702,1513257
1703,14730310
1704,9671005
1705,34186985
1706,14209147
1707,7355908
1708,63480693
1709,82102581
1710,23777622
1711,93209817
1712,55639137
1713,84983547
1714,70775448
1715,73676079
1716,91258267
1717,45940124
1718,86829919
1719,49678718
1720,76184099
1721,73109796
1722,67679002
1723,37493385
1724,9697928
1725,75453684
1726,19116379
1727,73156247
1728,35204832
1729,31417956
1730,93740807
1731,94623275
1732,39054607
1733,9435420
1734,67965764
1735,19011786
1736,29030815
1737,63358564
1738,50459438
1739,55045085
1740,84823093
1741,7649397
1742,82477274
1743,8479904
1744,84232718
1745,76610650
1746,77830083
1747,21685440
1748,49141219
1749,16525141
1750,68076073
1751,76021507
1752,18623364
1753,31957955
1754,57607023
1755,59022509
1756,18592483
1757,40820061
1758,24293678
1759,47745217
1760,99541383
1761,86044077
1762,38903209
1763,48337278
1764,54159827
1765,87582569
1766,20091562
1767,78443143
1768,22589863
1769,91075651
1770,143840
1771,87896194
1772,9161180
1773,60669657
1774,8529555
1775,84446800
1776,98517809
1777,20166398
1778,42672654
1779,15783821
1780,60143210
1781,38005725
1782,50027326
1783,24830100
1784,79314053
1785,36108696
1786,56029000
1787,35505701
1788,92605121
1789,70568538
1790,27586993
1791,68171043
1792,21119336
1793,39152919
1794,54480198
1795,68929280
1796,67797709
1797,34119684
1798,47325079
1799,8397351
1800,3529040
1801,69812656
1802,6436133
1803,57314143
1804,83725010
1805,47390526
1806,34565033
1807,54488139
1808,33197111
1809,98840782
1810,34481437
1811,76462619
1812,27691804
1813,58135407
1814,9303428
1815,17228723
1816,85583730
1817,70170740
1818,63889053
1819,42306246
1820,91263860
1821,54174931
1822,31644629
1823,15368616
1824,28456156
1825,24354534
1826,93586497
1827,94386484
1828,79683057
1829,6124188
1830,55664961
1831,44530047
1832,10716800
1833,76159462
1834,16698334
1835,23800201
1836,78744212
1837,48299163
1838,16877683
1839,74156657
1840,98804296
1841,89305750
1842,39970532
1843,77038904
1844,13162659
1845,35549297
1846,83387872
1847,25849155
1848,23036566
1849,88805206
1850,99637006
1851,37353642
1852,41431222
1853,27944881
1854,92805577
1855,26561015
1856,46615733
1857,90899715
1858,62732063
1859,65584733
1860,32529257
1861,59932771
1862,77913979
1863,31228292
1864,49390576
1865,21614039
1866,80240910
1867,30647325
1868,41083135
1869,81705595
1870,30858230
1871,75392911
1872,87938248
1873,925703
1874,8678513
1875,23711087
1876,12555680
1877,69153553
1878,63989722
1879,67906329
1880,19481508
1881,69288723
1882,17552955
1883,40487588
1884,63452695
1885,10152881
1886,24082058
1887,20497819
1888,12245546
1889,6099138
1890,4018762
1891,53322966
1892,85978113
1893,53715573
1894,60715860
1895,88829180
1896,18846503
1897,48206369
1898,44950231
1899,6991253
1900,97760065
1901,81927050
1902,33526571
1903,39901182
1904,3527249
1905,16784510
1906,26056543
1907,51278517
1908,62213223
1909,29099505
1910,59775458
1911,39316783
1912,72198316
1913,56382259
1914,64390799
1915,21743083
1916,15478386
1917,76694599
1918,61607693
1919,22076980
1920,97337035
1921,53881527
1922,71638212
1923,2422263
1924,15151278
1925,95110323
1926,87629320
1927,5801579
1928,99451533
1929,22845756
1930,404216
1931,81168676
1932,90034890
1933,99820879
1934,49767010
1935,29168766
1936,3427530
1937,39113285
1938,19912814
1939,72566468
1940,52515421
1941,73384617
1942,67487658
1943,51266468
1944,35669416
1945,89583534
1946,33139379
1947,13380751
1948,82080132
1949,62840208
1950,4571872
1951,99084157
1952,42822695
1953,92702101
1954,71100432
1955,96314245
1956,5162409
1957,82430883
1958,96099482
1959,71018024
1960,32074227
1961,30405341
1962,25262225
1963,96732858
1964,18522702
1965,41530926
1966,12405832
1967,93250597
1968,99129958
1969,824393
1970,80283280
1971,66121923
1972,799814
1973,39015841
1974,93557969
1975,86555839
1976,84246229
1977,78308717
1978,52701813
1979,10879453
1980,24851785
1981,41862690
1982,55116591
1983,79383809
1984,3129701
1985,46143646
1986,42714997
1987,70462387
1988,64127487
1989,24168232
1990,51606142
1991,9546254
1992,38432677
1993,72167639
1994,43337033
1995,54796248
1996,24446966
1997,68606921
1998,45518653
1999,21283120
2000,87190496
2001,92833998
2002,52954444
2003,54135888
2004,23003347
2005,20579753
2006,74187874
2007,97352599
2008,22188007
2009,83386727
2010,57809018
2011,4579
2012,38139514
2013,24753327
2014,30093035
2015,34335358
2016,39767954
2017,40947357
2018,72370650
2019,94476040
2020,57764939
2021,88876590
2022,75809469
2023,19772899
2024,35075044
2025,96611288
2026,14139293
2027,2491831
2028,42545924
2029,53522534
2030,14854615
2031,92762999
2032,69004029
2033,42848588
2034,90525157
2035,89247633
2036,72157718
2037,71145395
2038,69284208
2039,38656774
2040,82173509
2041,12800408
2042,62423650
2043,60345862
2044,70731997
2045,55683326
2046,35251661
2047,42933158
2048,15849075
2049,10214899
2050,78379854
2051,69954450
2052,72985028
2053,91120264
2054,75585588
2055,97344017
2056,44462977
2057,41340754
2058,64498799
2059,69570090
2060,38030447
2061,25148403
2062,76055655
2063,59890492
2064,30274850
2065,68905401
2066,10138534
2067,37718432
2068,29584602
2069,49080016
2070,66521783
2071,92345610
2072,52141940
2073,19889552
2074,80722115
2075,96512437
2076,78776775
2077,30327295
2078,78760548
2079,41649148
2080,77328281
2081,38742704
2082,85766479
2083,72667976
2084,63823785
2085,66475761
2086,82155501
2087,78674924
2088,18185143
2089,40942022
2090,6100034
2091,92588524
2092,25294960
2093,38041249
2094,11758871
2095,95651794
2096,9251944
2097,9572152
2098,60979245
2099,82189657
2100,21311685
2101,4652987
2102,36842101
2103,24397643
2104,62768635
2105,12725693
2106,20599875
2107,24737652
2108,81142801
2109,70576631
2110,36347423
2111,48626038
2112,64418943
2113,79872405
2114,16122824
2115,67592052
2116,75067176
2117,20183077
2118,41604158
2119,62547026
2120,43440621
2121,42351262
2122,39390147
2123,56788377
2124,24959603
2125,47014649
2126,34535731
2127,14868495
2128,8200253
2129,10647262
2130,89283010
2131,39893157
2132,19839763
2133,19659102
2134,49061342
2135,49642636
2136,94724455
2137,38653887
2138,77783209
2139,78024346
2140,96534597
2141,45866514
2142,75488228
2143,18962519
2144,84975503
