,seed_list
347,7016713
348,6654566
349,1284037
350,715762
351,4816655
352,1416318
353,7664556
354,3379176
355,6985293
356,1413812
357,4575272
358,5968100
359,9235325
360,7988666
361,9634189
362,6386460
363,2076940
364,6003470
365,1239074
366,1434533
367,7591310
368,9431568
369,3884472
370,5329951
371,9407197
372,2127719
373,2433360
374,6966840
375,1906004
376,3513197
377,8411331
378,7401164
379,541464
380,9660623
381,9907865
382,3348607
383,5783911
384,8451909
385,1674671
386,4784398
387,6968758
388,3019089
389,9137693
390,2555311
391,7604358
392,2523414
393,2917531
394,2890020
395,1355907
396,3044027
397,1151814
398,2443460
399,5605965
400,1185472
401,6266635
402,4438067
403,6657770
404,8324461
405,1555494
406,1816565
407,211924
408,8954868
409,7871917
410,3347990
411,6081413
412,8472275
413,3597689
414,9841992
415,1605821
416,7153102
417,7062548
418,2936170
419,566997
420,6373842
421,5410901
422,4661364
423,3987041
424,7820825
425,9965774
426,586747
427,8432061
428,8103369
429,6338062
430,9318871
431,3483672
432,4890048
433,2595959
434,6491748
435,3841566
436,2112022
437,3817690
438,3172593
439,6425682
440,3527620
441,6180706
442,9777775
443,9384391
444,5863439
445,962954
446,8453091
447,2137064
448,1664392
449,811730
450,6036757
451,2407062
452,1860456
453,1341236
454,1078011
455,9273716
456,9282699
457,44389
458,3467900
459,2529107
460,9795926
461,1037267
462,4027012
463,4812319
464,1925558
465,3500393
466,600364
467,1497507
468,6391925
469,1193830
470,6290109
471,5831157
472,1359819
473,5560919
474,7566512
475,3492387
476,5268404
477,1347938
478,3149198
479,2977077
480,9682840
481,554908
482,1289786
483,4171694
484,4407829
485,7469198
486,333984
487,2482737
488,9620004
489,9222370
490,1481753
491,6490135
492,2811723
493,1687286
494,3706369
495,6716388
496,4633967
497,864003
498,8872658
499,7385230
500,9821543
501,129526
502,5294243
503,7249154
504,9640269
505,6278624
506,3148142
507,9841911
508,6343576
509,8263634
510,6304943
511,4554905
512,1315543
513,3445582
514,3808792
515,9850238
516,1755635
517,4835034
518,6439667
519,3484155
520,6648115
521,6178452
522,2516151
523,8576684
524,692992
525,4462914
526,1797321
527,8648664
528,9428080
529,7421608
530,4370891
531,3235759
532,138694
533,5894287
534,1081359
535,2361949
536,2613249
537,8849482
538,2644867
539,1187486
540,3813897
541,4058835
542,1913463
543,5380262
544,7254009
545,3190519
546,8250279
547,9159966
548,9148128
549,6532724
550,8921416
551,8967653
552,49675
553,6329573
554,794891
555,5984028
556,6216462
557,5750979
558,1944962
559,9264561
560,3323450
561,3504137
562,9796162
563,3429060
564,8122825
565,7252024
566,4709192
567,1521577
568,885898
569,5852346
570,1410557
571,4707891
572,9275721
573,2361205
574,6582878
575,1359970
576,4775286
577,1719717
578,9857170
579,8527959
580,6745470
581,5539772
582,5432013
583,2432180
584,3999961
585,8800692
586,7534649
587,6974216
588,1497484
589,4437074
590,4226256
591,8505275
592,926248
593,246822
594,2508026
595,7121480
596,2936932
597,2646054
598,948179
599,2051374
600,7819450
601,4456995
602,1481399
603,2295386
604,8236365
605,6527956
606,6223262
607,1874851
608,7807146
609,1237328
610,934143
611,9159955
612,7610169
613,22606
614,1187004
615,9366181
616,6163068
617,6241886
618,3238232
619,2142921
620,2611227
621,8220623
622,2116999
623,8488090
624,4996488
625,2730824
626,5354120
627,4603554
628,7500924
629,7835151
630,8394651
631,7672144
632,632421
633,4798985
634,1082361
635,5369009
636,7111879
637,847067
638,617027
639,7534269
640,1344069
641,5585648
642,4902379
643,9729185
644,5898925
645,893655
646,9765738
647,4371650
648,9853752
649,1074118
650,8911380
651,4764827
652,2340885
653,3403651
654,3050991
655,2885654
656,3353865
657,283354
658,6135968
659,3159186
660,8198458
661,4545519
662,6444875
663,8637255
664,566444
665,2832406
666,8831184
667,9694870
668,9876040
669,4375356
670,4593358
671,1608687
672,3238346
673,2975628
674,279368
675,9385415
676,9110098
677,2647495
678,3680904
679,8526000
680,7277843
681,7294090
682,9960879
683,1313259
684,7320705
685,5171593
686,4337098
687,1356907
688,1979307
689,8622961
690,9880276
691,7684031
692,1478363
693,537558
694,8192645
695,3259168
696,904322
697,4651182
698,1022236
699,213267
700,8081205
701,6976263
702,6630614
703,2211704
704,4467684
705,3850583
706,1941409
707,130677
708,4972479
709,2393912
710,4876158
711,8221658
712,5984024
713,3395268
714,7700812
715,3546066
716,9675048
717,5097069
718,2726071
719,7411755
720,540855
721,2668858
722,3451788
723,8935379
724,6100434
725,6880309
726,4325209
727,379193
728,8453720
729,4525619
730,1415928
731,7935403
732,5243781
733,1839413
734,7698414
735,4950839
736,3224896
737,3816798
738,1858000
739,9999797
740,4303677
741,7729298
742,1648491
743,2565516
744,6678879
745,928753
746,6625677
747,8282273
748,5497440
749,3590649
750,3166087
751,3301951
752,9982907
753,1105301
754,2064253
755,9624360
756,4510331
757,2353165
758,9544865
759,9956812
760,9728883
761,8328737
762,5162818
763,8800804
764,6320622
765,4400954
766,5203422
767,507245
768,1879249
769,1935769
770,2454584
771,5280330
772,2603994
773,6525918
774,7336536
775,6271927
776,1177380
777,1725878
778,6644390
779,2302019
780,6310276
781,4984691
782,9238484
783,9126801
784,217917
785,9631863
786,5122190
787,7456598
788,3811663
789,8336919
790,6327387
791,8318140
792,6756346
793,2191121
794,6477583
795,6735573
796,9497865
797,6397569
798,5062089
799,2682680
800,6446506
801,7026026
802,4223004
803,8993712
804,3820306
805,8260485
806,5223100
807,3853087
808,6917844
809,9929914
810,321309
811,3125836
812,6433215
813,5783057
814,9967103
815,5766512
816,7738472
817,5705064
818,6365916
819,6359143
820,216259
821,3116494
822,5323521
823,6932586
824,2950089
825,1177313
826,7442655
827,181747
828,9634658
829,4192297
830,767017
831,7944629
832,7641938
833,979899
834,2034711
835,4352499
836,4342453
837,7276
838,6897237
839,4647425
840,6225843
841,7395196
842,6280191
843,8730434
844,1408606
845,7112053
846,493444
847,7876082
848,5816032
849,2622245
850,7459352
851,5878552
852,7918086
853,3450912
854,2187372
855,6570168
856,2252790
857,6885337
858,856868
859,6416400
860,269269
861,8278468
862,5593308
863,6479195
864,5004478
865,7626858
866,1037505
867,2087593
868,2363059
869,7625849
870,5877587
871,9200288
872,7544559
873,2352297
874,6525826
875,458823
876,957887
877,9601904
878,4555796
879,3058248
880,3128723
881,4308676
882,294086
883,8629974
884,7989716
885,67448
886,7355699
887,701590
888,1298188
889,5795867
890,1337966
891,1898639
892,7522719
893,6335583
894,2732182
895,726497
896,7992641
897,8041333
898,7436783
899,384743
900,9836632
901,382601
902,8224437
903,5629786
904,5918708
905,1708374
906,5611683
907,5425847
908,1556948
909,9614205
910,9929672
911,2338446
912,9243742
913,5984593
914,6205034
915,1628851
916,4311102
917,19424
918,7374423
919,7111224
920,2622856
921,1942330
922,2251459
923,3767802
924,4269997
925,410786
926,7018279
927,9603611
928,2118609
929,5106245
930,1240232
931,6162367
932,9167112
933,1798484
934,1014838
935,6879576
936,6810299
937,1474028
938,9229647
939,277392
940,9970329
941,989971
942,4339389
943,3019581
944,3920556
945,9997981
946,5495262
947,3379757
948,2938290
949,5615204
950,4304563
951,2377024
952,8326600
953,7936480
954,2289584
955,2863268
956,3029879
957,3106213
958,6524402
959,3457357
960,2051682
961,768844
962,3137117
963,3461424
964,9993159
965,2059069
966,8134631
967,2958169
968,33851
969,4858728
970,236306
971,7316017
972,476482
973,7644598
974,6333359
975,8132148
976,3511096
977,6336176
978,8600840
979,2659246
980,4747509
981,4433991
982,8310565
983,8461075
984,5471033
985,4785233
986,8230691
987,338103
988,526757
989,8813095
990,5901359
991,2401050
992,3088204
993,3423120
994,7387812
995,4921041
996,275166
997,3975450
998,6614605
999,2546976
1000,1186641
1001,4686139
1002,3039143
1003,1507682
1004,3263819
1005,4018694
1006,7824923
1007,6043944
1008,5355018
1009,9352295
1010,6428335
1011,3184434
1012,6388683
1013,6488537
1014,2024054
1015,6530827
1016,1333154
1017,8933934
1018,5416383
1019,4473401
1020,1447415
1021,8511127
1022,985800
1023,7401446
1024,3944893
1025,8695114
1026,2177669
1027,450455
1028,5270199
1029,7687574
1030,368155
1031,6715381
1032,5413098
1033,1510578
1034,5216362
1035,5812164
1036,3750092
1037,7200101
1038,898386
1039,5394165
1040,7131837
1041,6196002
1042,7298146
1043,9059989
1044,3213390
1045,831477
1046,7604995
1047,7886977
1048,4667457
1049,321686
1050,8501957
1051,3436454
1052,7824634
1053,8916481
1054,7573896
1055,9820803
1056,582263
1057,2927918
1058,805196
1059,578154
1060,8899644
1061,1114692
1062,5148852
1063,2143416
1064,640576
1065,1898040
1066,3058191
1067,2066534
1068,4267855
1069,6852111
1070,3394193
1071,4765116
1072,4392260
1073,8784642
1074,4631165
1075,8683693
1076,6710101
1077,2485015
1078,7661386
1079,8058159
1080,505396
1081,5599167
1082,1646790
1083,7224550
1084,98679
1085,8786669
1086,5303084
1087,5011594
1088,1092896
1089,7169717
1090,8502102
1091,2597088
1092,7999606
1093,4270969
1094,76405
1095,1419977
1096,9674338
1097,1692571
1098,6756262
1099,9286375
1100,4241493
1101,5967147
1102,7425248
1103,9931659
1104,1200458
1105,4678142
1106,4026996
1107,3887727
1108,2690098
1109,3251500
1110,4693343
1111,2779352
1112,2522755
1113,2059160
1114,7971994
1115,5204625
1116,7104941
1117,1861446
1118,5425289
1119,2854247
1120,6323024
1121,3818284
1122,5829398
1123,1727586
1124,9469849
1125,2230284
1126,6242939
1127,4816042
1128,291518
1129,3219013
1130,7876142
1131,6500192
1132,8771502
1133,14772
1134,7498918
1135,4982946
1136,7915602
1137,5030684
1138,9667071
1139,6521825
1140,529567
1141,3777874
1142,2680502
1143,8883673
1144,6592668
1145,4710778
1146,8491998
1147,4880494
1148,4483362
1149,1769268
1150,7604485
1151,9981199
1152,1819764
1153,7488639
1154,9831890
1155,441490
1156,2111988
1157,8113116
1158,5775230
1159,1743621
1160,2009374
1161,2718145
1162,3216502
1163,236283
1164,9682219
1165,9865082
1166,868360
1167,5392252
1168,7957254
1169,9541728
1170,9278503
1171,721000
1172,3012288
1173,6992572
1174,8293150
1175,9990619
1176,7583744
1177,6984702
1178,7736554
1179,6757771
1180,6715859
1181,957973
1182,4546203
1183,7508285
1184,8977266
1185,497926
1186,6518785
1187,3123848
1188,6166989
1189,2083511
1190,5979785
1191,8163725
1192,4074173
1193,2069752
1194,9466418
1195,3255544
1196,586604
1197,1060620
1198,2512058
1199,1340851
1200,3395545
1201,8587975
1202,4933209
1203,2529071
1204,7155435
1205,2794188
1206,2283574
1207,8399314
1208,4377365
1209,225385
1210,2023118
1211,1598225
1212,6048479
1213,3706506
1214,4249689
1215,8268096
1216,2867437
1217,2642584
1218,3395932
1219,2146579
1220,1447085
1221,9496288
1222,5173924
1223,7948602
1224,2732757
1225,2647438
1226,1166771
1227,2538649
1228,3211778
1229,8435522
1230,7695342
1231,5056919
1232,5724140
1233,7049477
1234,7679540
1235,5949920
1236,258977
1237,6899910
1238,2329135
1239,4293042
1240,1915879
1241,657895
1242,838433
1243,3758654
1244,9464469
1245,5852234
1246,3790637
1247,7892501
1248,8109740
1249,5916434
1250,4282415
1251,8175363
1252,6849800
1253,9802961
1254,5285056
1255,2849158
1256,3665359
1257,1438070
1258,7910887
1259,2207455
1260,7509966
1261,4589552
1262,5728535
1263,174069
1264,7998264
1265,6703739
1266,5785773
1267,737546
1268,6949651
1269,4079948
1270,1237236
1271,4506085
1272,872911
1273,5804320
1274,4396527
1275,2031388
1276,8009977
1277,5646562
1278,344778
1279,9243876
1280,9451555
1281,5420061
1282,600072
1283,4276573
1284,3129371
1285,2785803
1286,8740180
1287,2897638
1288,3867588
1289,5747121
1290,571242
1291,4828531
1292,8454297
1293,1177822
1294,4277573
1295,5121002
1296,2064244
1297,4397629
1298,6431690
1299,9333899
1300,6866465
1301,8270828
1302,3043381
1303,4096416
1304,3573295
1305,2591089
1306,9527914
1307,1479709
1308,3280208
1309,5384521
1310,1815882
1311,1266741
1312,4853867
1313,9295670
1314,6769912
1315,5125892
1316,9381784
1317,649561
1318,6647839
1319,3501088
1320,4603379
1321,6575648
1322,8833408
1323,7411259
1324,1639685
1325,3366233
1326,3710554
1327,431523
1328,9210253
1329,665723
1330,6333337
1331,3440260
1332,67001
1333,667686
1334,4551668
1335,2267457
1336,3513564
1337,5121041
1338,7530268
1339,7028681
1340,4456173
1341,2384677
1342,1125363
1343,6415163
1344,2698247
1345,1049473
1346,6811426
1347,5735006
1348,873025
1349,4051333
1350,9581669
1351,5496572
1352,3253798
1353,3554230
1354,7561725
1355,673160
1356,3132608
1357,3280483
1358,4645270
1359,8045107
1360,4167070
1361,7099892
1362,3428516
1363,3078520
1364,6807799
1365,7126597
1366,1336041
1367,4108844
1368,3602744
1369,9872573
1370,274810
1371,547321
1372,3143352
1373,5985785
1374,6282765
1375,5337776
1376,2359690
1377,5824230
1378,1362780
1379,8546950
1380,2854209
1381,3871768
1382,7958538
1383,5077229
1384,9150249
1385,6143267
1386,1955696
1387,6835387
1388,5795889
1389,6016353
1390,6892545
1391,7926137
1392,3355666
1393,4012137
1394,8013965
1395,1773973
1396,3473383
1397,3430764
1398,3633547
1399,76082
1400,8999414
1401,1557795
1402,9750463
1403,5808642
1404,8230892
1405,8419085
1406,3528426
1407,3772895
1408,7913623
1409,8083716
1410,3360315
1411,9124402
1412,6193073
1413,977212
1414,4526134
1415,1494990
1416,2385492
1417,6070711
1418,7605678
1419,2960516
1420,9434480
1421,5279106
1422,7669027
1423,5352059
1424,1371463
1425,6503440
1426,7603747
1427,1495618
1428,6354285
1429,9827983
1430,7482753
1431,1811784
1432,2911328
1433,3443666
1434,3086085
1435,5593906
1436,5835670
1437,4249731
1438,6496328
1439,7631306
1440,4884484
1441,730300
1442,3466902
1443,9046870
1444,9067776
1445,8117043
1446,8061213
1447,5202277
1448,7963383
1449,7984182
1450,9120039
1451,6596312
1452,9225778
1453,9767586
1454,2404138
1455,2741569
1456,2877247
1457,981209
1458,7722499
1459,1909398
1460,4802228
1461,4525243
1462,4360397
1463,2765945
1464,7029069
1465,2750356
1466,5848845
1467,2373515
1468,5377889
1469,2498005
1470,1795448
1471,546514
1472,4102264
1473,3915914
1474,1357810
1475,6834483
1476,6450292
1477,378072
1478,5963896
1479,6961562
1480,3797125
1481,7670307
1482,5372454
1483,4775150
1484,790184
1485,2207119
1486,3312047
1487,416668
1488,6635267
1489,6852065
1490,9055284
1491,5617555
1492,8654218
1493,34528
1494,2094121
1495,5094839
1496,7362470
1497,6392063
1498,8606945
1499,1023895
1500,8268373
1501,3623001
1502,862885
1503,5354952
1504,3359286
1505,1147261
1506,3460256
1507,7490727
1508,8188079
1509,5960124
1510,5044719
1511,7831412
1512,1891776
1513,6105418
1514,249861
1515,7684952
1516,5717757
1517,48773
1518,970756
1519,4548209
1520,3776046
1521,8429532
1522,4412255
1523,4958703
1524,6324516
1525,400993
1526,5807581
1527,4367849
1528,7945176
1529,8701957
1530,1308919
1531,1674295
1532,5588842
1533,7648993
1534,1539053
1535,1311677
1536,9638989
1537,2164987
1538,1045266
1539,9736947
1540,3700631
1541,8778256
1542,4891118
1543,5247305
1544,547710
1545,7740833
1546,8894010
1547,7116407
1548,4609114
1549,9057581
1550,2515990
1551,5214404
1552,4171478
1553,7517455
1554,4151133
1555,1333895
1556,3090602
1557,4539458
1558,9880698
1559,2952524
1560,2716829
1561,1965217
1562,5174223
1563,4518639
1564,2188224
1565,4565869
1566,8860136
1567,9740554
1568,929337
1569,4373884
1570,1526861
1571,9669605
1572,3225770
1573,2066660
1574,8746418
1575,8577660
1576,4054336
1577,5063757
1578,1002631
1579,9784147
1580,7669358
1581,3090328
1582,8310279
1583,9578013
1584,2867582
1585,571120
1586,5956006
1587,2757497
1588,8876719
1589,4986716
1590,3187015
1591,6121687
1592,7606537
1593,3572488
1594,1941315
1595,5791357
1596,2389358
1597,5481714
1598,490911
1599,7592490
1600,8357279
1601,4586070
1602,1803585
1603,9084917
1604,1283209
1605,7363866
1606,2615066
1607,2392098
1608,2767621
1609,2031995
1610,1977793
1611,2657818
1612,1539370
1613,414180
1614,2126656
1615,5392696
1616,4896533
1617,8943254
1618,816035
1619,2728556
1620,9721559
1621,7725002
1622,315079
1623,4777889
1624,2302535
1625,9441495
1626,293499
1627,3261843
1628,2530095
1629,2561232
1630,5754134
1631,5802461
1632,554374
1633,462987
1634,7970271
1635,5041312
1636,4166772
1637,7067876
1638,7273019
1639,8294928
1640,7627771
1641,5189442
1642,9098532
1643,9814619
1644,2506095
1645,822557
1646,6839118
1647,6475209
1648,6596214
1649,7955832
1650,246023
1651,2518875
1652,1321477
1653,5661191
1654,8164661
1655,8614833
1656,1174181
1657,4875387
1658,2208499
1659,8886938
1660,6960329
1661,3806481
1662,2654416
1663,3277754
1664,5627092
1665,902935
1666,3138688
1667,3503506
1668,4144207
1669,6451745
1670,9128664
1671,6335168
1672,1301335
1673,7409463
1674,9995997
1675,8025876
1676,2638284
1677,9971422
1678,6746611
1679,5726410
1680,5941559
1681,4282064
1682,6171569
1683,8615697
1684,5670116
1685,7519480
1686,1855704
1687,5112885
1688,4776991
1689,9809414
1690,4736554
1691,6516048
1692,4192922
1693,3947072
1694,9753366
1695,9221274
1696,6666131
1697,3212719
1698,8224847
1699,2788823
1700,8918387
1701,113470
1702,4855751
1703,9362687
1704,97821
1705,3774258
1706,4557611
1707,3949443
1708,3294277
1709,1903283
1710,1117931
1711,5231268
1712,6025416
1713,127716
1714,9123462
1715,3133804
1716,5720027
1717,8854826
1718,6347323
1719,8060502
1720,9751313
1721,6638414
1722,8227777
1723,4399135
1724,7306576
1725,4417121
1726,3443665
1727,3036138
1728,8646366
1729,9269727
1730,4584388
1731,926754
1732,1225053
1733,8162942
1734,4483524
1735,1441117
1736,3120612
1737,5304314
1738,6832396
1739,7317443
1740,7463174
1741,6664841
1742,4113716
1743,7050924
1744,4566354
1745,3516565
1746,6180265
1747,5579195
1748,1317564
1749,8576197
1750,7729451
1751,3519897
1752,341773
1753,9522085
1754,1342344
1755,5469009
1756,5715150
1757,4214062
1758,9167364
1759,6543751
1760,6401247
1761,3913591
1762,6480859
1763,5378126
1764,4133336
1765,6804870
1766,3281307
1767,5013271
1768,8189132
1769,2277926
1770,7789494
1771,5208521
1772,6205330
1773,5317395
1774,1769414
1775,1041802
1776,1160899
1777,8206016
1778,4021045
1779,9296392
1780,1947893
1781,6960457
1782,2027407
1783,6175870
1784,4089920
1785,4333640
1786,2125920
1787,1156557
1788,4191972
1789,9284371
1790,581613
1791,227633
1792,1082480
1793,7554603
1794,5654397
1795,7397125
1796,3424907
1797,7861760
1798,2459708
1799,9204645
1800,2750569
1801,5355312
1802,9273566
1803,7073652
1804,6244421
1805,3764495
1806,3207305
1807,8658032
1808,4816615
1809,1796325
1810,5145203
1811,3818866
1812,362117
1813,8416651
1814,6025112
1815,3783912
1816,3358143
1817,1293395
1818,423367
1819,84349
1820,5158716
1821,921593
1822,5508695
1823,3348702
1824,9546327
1825,4880511
1826,7073399
1827,7975165
1828,5983173
1829,7167542
1830,9167309
1831,555520
1832,4576959
1833,6289956
1834,1346839
1835,858443
1836,4457344
1837,2640048
1838,6941890
1839,2830836
1840,4069861
1841,4337325
1842,5546844
1843,7721650
1844,3756401
1845,7366456
1846,2429835
1847,4458814
1848,5439453
1849,6998485
1850,881011
1851,553169
1852,6683690
1853,42942
1854,826598
1855,2408973
1856,2529094
1857,8691432
1858,2586087
1859,5675637
1860,6746651
1861,4693616
1862,5658881
1863,9043107
1864,7629624
1865,9440103
1866,476893
1867,414300
1868,7038917
1869,6710286
1870,4863101
1871,4561212
1872,6153070
1873,984921
1874,576062
1875,9463115
1876,8782730
1877,3653555
1878,6357093
1879,8099781
1880,1657577
1881,4932208
1882,9699601
1883,2733028
1884,9486947
1885,7550534
1886,2668306
1887,9156569
1888,8310716
1889,6661105
1890,5762115
1891,2216532
1892,1747486
1893,2471316
1894,9448231
1895,4007421
1896,9455683
1897,6461577
1898,7858641
1899,1949208
1900,7603056
1901,4892161
1902,2736930
1903,9091227
1904,8466026
1905,5008116
1906,3490490
1907,3961832
1908,2812121
1909,6100890
1910,4985736
1911,7269912
1912,3451580
1913,9150007
1914,1606785
1915,8968307
1916,7882453
1917,7993677
1918,3035032
1919,8793863
1920,2596291
1921,6037135
1922,5887207
1923,9443168
1924,1623104
1925,8568800
1926,914160
1927,921512
1928,337599
1929,4576075
1930,9107246
1931,3703465
1932,6321954
1933,2655139
1934,3128612
1935,755533
1936,832347
1937,6180250
1938,6218150
1939,4467307
1940,3058086
1941,2935606
1942,5644626
1943,5416728
1944,7725144
1945,5071571
1946,2840681
1947,5587909
1948,5262231
1949,1255972
1950,2609890
1951,8394150
1952,3386075
1953,5268972
1954,2988374
1955,7428122
1956,9596290
1957,4870695
1958,5539649
1959,4111906
1960,737856
1961,2265647
1962,151272
1963,1094522
1964,1340907
1965,7270897
1966,2209798
1967,1569440
1968,2587185
1969,3976247
1970,5046647
1971,7046012
1972,8933258
1973,9677286
1974,1935949
1975,4767834
1976,6472234
1977,5872320
1978,6755814
1979,3473407
1980,7562258
1981,3251078
1982,5936483
1983,3711601
1984,4146852
1985,9938259
1986,1743421
1987,7020645
1988,4899863
1989,2401400
1990,3557598
1991,8777567
1992,1320203
1993,8909483
1994,8209074
1995,124203
1996,7308417
1997,1942545
1998,598051
1999,5344125
2000,7574542
2001,5187774
2002,5675637
2003,2413966
2004,4835199
2005,9859057
2006,6880705
2007,3553839
2008,4013377
2009,2211142
2010,116227
2011,5366553
2012,1267168
2013,7763099
2014,9808333
2015,4010442
2016,1657188
2017,9176780
2018,920388
2019,4062902
2020,5128375
2021,5780546
2022,2698619
2023,214196
2024,8890908
2025,7043487
2026,8306593
2027,6091407
2028,8193203
2029,7239678
2030,6778257
2031,7307492
2032,3186533
2033,2040859
2034,7745705
2035,2136481
2036,3716024
2037,14789
2038,8136223
2039,9084881
2040,5581376
2041,7437208
2042,9696749
2043,8654739
2044,8904349
2045,4729850
2046,1680211
2047,7661048
2048,5724678
2049,1440746
2050,1054780
2051,5336756
2052,2431147
2053,7519138
2054,4184308
2055,2959289
2056,2045608
2057,3989023
2058,9582475
2059,7523125
2060,7379824
2061,6607924
2062,7850564
2063,9994745
2064,5333095
2065,6098426
2066,5952173
2067,4511522
2068,922671
2069,2254785
2070,358766
2071,3360687
2072,2807981
2073,9459149
2074,1826292
2075,7468354
2076,6284282
2077,6097188
2078,3006320
2079,5238779
2080,1030681
2081,6762968
2082,4785411
2083,7476914
2084,8871822
2085,4580584
2086,3836101
2087,3845916
2088,7464243
2089,1827060
2090,5984954
2091,833828
2092,6121418
2093,3945272
2094,9044688
2095,6282820
2096,901854
2097,3625970
2098,2711462
2099,2128045
2100,5309309
2101,8472051
2102,4890720
2103,1942406
2104,9036113
2105,5175943
2106,4085083
2107,6395107
2108,9550809
2109,297832
2110,3807352
2111,989677
2112,8689828
2113,3264660
2114,631300
2115,2764783
2116,6276852
2117,7245551
2118,9388152
2119,3944259
2120,7753921
2121,4007352
2122,7478983
2123,1388136
2124,5870073
2125,4082544
2126,7336680
2127,1542695
2128,9059051
2129,118565
2130,651188
2131,4879686
2132,3534225
2133,257541
2134,9481075
2135,4423470
2136,2015484
2137,268058
2138,713079
2139,1045747
2140,1860484
2141,1173635
2142,4860852
2143,2386750
2144,6316632
2145,8776308
2146,9724531
2147,5910193
2148,1581226
2149,5751999
2150,9683656
2151,1747490
2152,742820
2153,156609
2154,8019944
2155,3858492
2156,2504645
2157,1997974
2158,8944137
2159,7363619
2160,5562328
2161,2448696
2162,2321940
2163,7213806
2164,6228741
2165,6008838
2166,6168959
2167,1700096
2168,8955476
2169,4439398
2170,9856512
